STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,s_adj,Seasonal adjustment,age,Age class,sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-07,,5.9,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-08,,6.1,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-09,,6.7,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-10,,6.0,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-11,,6.8,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2024-12,,7.0,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2025-01,,6.7,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2025-02,,5.6,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2025-03,,6.9,,,,,
dataflow,ESTAT:TEILM020(1.0),Unemployment rate by sex,M,Monthly,SA,"Seasonally adjusted data, not calendar adjusted data",TOTAL,Total,T,Total,PC_ACT,Percentage of population in the labour force,DK,Denmark,2025-04,,6.9,,,,,
